dNS	 NS	 dS	 S	 
0	100	0.0059160875227420185	3.702416948693892
0	200	0.005106735924268958	3.6991504621176374
0	300	0.005184489264256065	3.696736405815571
0	400	0.0037199905310188438	3.696176105155211
0	500	0.006706544027229668	3.6943470806665104
0	600	0.006744153974142399	3.692302480161662
0	700	0.006585704074847043	3.6975394663258996
0	800	0.005052317409813429	3.6975542857149803
0	900	0.005415466725780132	3.6975913364251176
0	1000	0.00622318929732771	3.6989158861930633
