dS	 S	 dE	 E	 dId	 Id	 
0.003428177543607433	0.4056620773362578	0.0001256030028405732	-17.016671195413995	0.004207546066984904	1.0072160237660095
0.003179712139567266	0.48380154788321966	8.04145566286767e-05	-17.23491889170792	0.004547424256596866	1.0155311194178125
0.003736943961364335	0.5775762865126919	7.405698695950171e-05	-17.47578365217492	0.004074975274912751	1.0119122386844814
0.004017413519154912	0.6798806781729315	0.0001014421701523108	-17.740109645129042	0.003862745696567307	1.020323935226266
0.0037410130620997946	0.7820647999095668	9.437602930791497e-05	-18.02920615115751	0.0042235891103710125	1.0321568533759709
0.0039946481110453335	0.9062232773810162	0.0002169245241751883	-18.342813534805245	0.00467154413008722	1.0544480158290312
0.004704260704896026	1.0438295944677913	0.0001506786795009739	-18.684722129080257	0.004745901584280615	1.0692834055630662
0.0047917268171041765	1.2082088844019996	0.00019033023430385245	-19.054790377904354	0.005193831030567908	1.0857168192703934
0.006641344294662054	1.4730106061854478	0.0003193182975165181	-19.46707703791695	0.005928422113266222	1.1604996157877132
0.006503076491967056	1.7111815040723544	0.0003486541529399216	-19.91423769543707	0.006224942147282144	1.2374682900988976
0.005291463455602781	1.9352266035258294	0.00037120767146862227	-20.404152974983674	0.006915875523865539	1.3581097664052149
0.00464801061535188	2.1271625794369586	0.00028143190084400585	-20.933726575311972	0.008743530313198572	1.486161755130456
0.003157673536484734	2.2806811922282235	0.00023319237554697992	-21.501141761870187	0.009417900707801604	1.6773806127310353
0.003040830172751367	2.372279816000338	0.00020734686345990835	-22.098193138635576	0.013095309872759735	1.8217927082483036
0.0023178592880491026	2.4421123619336447	0.0001762457708564159	-22.719098105216133	0.016382500293550185	2.002566358558235
0.0017027556940645498	2.4927883860614726	0.00032357851906465545	-23.358886949446543	0.016097899926579107	2.1995955440507866
0.001581433650567571	2.528215255525719	0.00024980784951926234	-24.01404818157239	0.02200758699234356	2.395431715629536
0.0013319464168678554	2.5567841439471004	0.00023995266708577305	-24.683522646025025	0.0229733671152531	2.6505073609499563
0.00131602733039308	2.580239632569223	0.0002117153601772799	-25.36350419934323	0.03140499177963329	2.890519883593768
0.0010274715853637113	2.5978245049918387	0.00015590104917795558	-26.052980054461408	0.030373744759268555	3.0272495768243335
