dS	 S	 dE	 E	 dId	 Id	 
0.0031593666612028297	0.3817362550972722	0.0001132411679730839	-12.762351976155127	0.0037619652561862596	1.000174719214211
0.003799501543647444	0.45046326860406877	9.221313214970691e-05	-12.926089039289405	0.0037563896022072786	1.0017582290795752
0.004067690914788187	0.5364358419032019	0.00010738188824764168	-13.10681684233118	0.004156561876014355	1.0006070635716326
0.004033377284551884	0.626795915719139	0.00013941102793384776	-13.305045750563073	0.004166245978690178	1.0052883721088741
0.004129921269565762	0.7240333351878404	0.00013276585203038748	-13.522014849671393	0.004160240519137317	1.009314074334673
0.005100947388556145	0.829833803603465	0.0001747695467763353	-13.757513661897086	0.004259520199300379	1.0153847508008196
0.004711310793383326	0.9572664319640876	0.00016691653593362726	-14.013269984274716	0.004109550079309836	1.0295246915543972
0.008425388662800768	1.1645544013738653	0.0006548927368363951	-14.300557731389471	0.004907258393881878	1.0263110984697277
0.006138676970969718	1.334635349197741	0.0003932355356855401	-14.612149105443914	0.004493128644915438	1.0564874790935093
0.005654596297201714	1.528384365583247	0.0004540878458260033	-14.95199305184442	0.004320863304469598	1.068844232757708
0.005445739106023754	1.7079558309766532	0.00038569878003804367	-15.321032079582515	0.004785999476167884	1.0890109994120665
0.004432038334775956	1.8631215700789694	0.0002992557329224725	-15.718410608907954	0.00508390495467693	1.1142111213976904
0.003948189825029513	1.9765933396550404	0.0002806046099125809	-16.141326674055893	0.005035817349832518	1.1227212988173643
0.003302338791256354	2.0713753737423715	0.00025050131833436216	-16.58595667704731	0.006344249296593589	1.1636837788694405
0.002504579969600923	2.143770026773819	0.00021532128298441298	-17.048474483955463	0.005493829001395127	1.1725979380745526
0.0019214988133227355	2.1966073394248564	0.0003094543991554551	-17.52601165856321	0.005492305948871895	1.186728352371693
0.0016516873969949042	2.23531216382174	0.0002472151830927132	-18.01581439393385	0.006352184785104027	1.20786634138731
0.0016463085563306844	2.2645344506920178	0.00021050222000574772	-18.51633354285693	0.006636356793967358	1.22255007726837
0.001381659580418353	2.2888542949613186	0.00017702259605002977	-19.025013287949708	0.00698204545725468	1.2464143078889842
0.0011742942638121403	2.310823545189937	0.0001472106132921432	-19.541497901744705	0.006886085341767062	1.2567789227094346
