dS	 S	 dE	 E	 dId	 Id	 
0.00340754256876641	0.38067113837822447	0.00012072295967880474	-12.762490714215636	0.004268869785700688	0.9985087847410189
0.0031367100029642903	0.4495774991368834	7.4525044908719e-05	-12.926042357915197	0.003973597734335522	1.001124243607868
0.004003528195583401	0.5390123256410845	8.47714642020765e-05	-13.106808332923986	0.004194596096329441	1.0005980118521214
0.0035243490440980997	0.6239361575912956	8.058152329677726e-05	-13.30524861394994	0.0034132975640700234	1.0122529324545533
0.004120440467649836	0.7216145899612435	7.832580437427372e-05	-13.521886079466379	0.0038711036376616395	1.0134111630163052
0.00418385289072999	0.8362217510433002	0.00015400331000502008	-13.757428998567923	0.003763524779607355	1.014417655788972
0.005025606854354213	0.95965394781569	0.00017566924501385425	-14.013563368483167	0.004017026805576059	1.0241313330107957
0.006502577177528871	1.1786183372266636	0.0003210046354426792	-14.30315013059478	0.004405879257808128	1.0363529299782182
0.006474682376379301	1.3561134423315255	0.0003467803851415636	-14.613463479481863	0.004292905267703444	1.0526745440037424
0.005495342602277768	1.5323007529738337	0.0003329724784049588	-14.953066123529776	0.004547589143245292	1.0687156165220775
0.00427854683765759	1.7125997076269368	0.00034473263953966796	-15.320732292817292	0.004867850678053426	1.0878953012741794
0.003958847007874883	1.854804879485107	0.00034506181101653986	-15.718651151909206	0.0051725875737140044	1.1145902152995897
0.003480237270792876	1.9759177131674497	0.00032647357821301813	-16.14097541682685	0.005282546710287943	1.120980372015182
0.0030802422830680134	2.0757707164574764	0.0003560854287887966	-16.58584446540808	0.005182479184000079	1.1487807200137123
0.002225374074082821	2.145255541955049	0.00031990949873240856	-17.04791931451193	0.006497762946510818	1.1651759302887927
0.002073071836082785	2.196572598004648	0.0002618868508753223	-17.52600080531088	0.0055605121779006925	1.1784752321504388
0.001970523311814813	2.2356087844086314	0.00023568429742455997	-18.015907505525863	0.006419840977911211	1.2005563692569599
0.0017739943217494173	2.266463420337391	0.0001825441006992665	-18.516188895752535	0.006264322911863006	1.2080795103048942
0.001249771937172576	2.288296058763085	0.00016858076833436414	-19.024987507087147	0.0068855961395853	1.2486368544339648
0.0014138237565041656	2.3090004979108643	0.0001466377733666288	-19.541511148649857	0.007306978831627979	1.2456173852052428
