dD	 D	 
0.00020159645561024448	1.0039748275193916
0.0017636066166145854	1.107678445458225
0.006474184540638748	1.7690264468906327
0.020568929209469827	4.600156530792974
0.04919068363353333	13.656066703983551
0.09584516122971284	36.54770641254416
0.14481498560801212	83.76320140165566
0.17498953115325083	165.25612070151004
0.16722958401039859	284.45803408128353
0.14072797837037632	433.68117925539775
0.15661019946904625	594.37199334596
0.19087982936408263	743.3494823952433
0.19088927997077787	861.9561688966777
0.1548997281566861	942.7173222310835
0.09714146397163645	989.2991808762239
0.05164815602730703	1011.7338531223974
0.02189763858643873	1020.5370531965326
0.006865875106306653	1023.2702908686947
0.0016086770243178548	1023.8975307122158
0.0003784115406544063	1023.9927053624513
