G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.0003161183522145052	-12.761105008375896	0.002995520073474336	0.37647929454566714	0.0031237495930107346	0.004568684895833333
-0.55	0.0003138063766308699	-12.924451607398478	0.0029658862120927375	0.4536141110276878	0.004339180189926889	0.0013004557291666663
-0.6	0.00033600929364915714	-13.105241305456495	0.004320054048832763	0.5399271509536568	0.006033424145891498	-0.007973632812500003
-0.65	0.00034138837979425825	-13.303510339938434	0.003947674983880256	0.6212558695719109	0.0045073682102198176	0.004298502604166667
-0.7	0.0003503734864176559	-13.52057743357723	0.004304612401202902	0.7263606622235046	0.007222939226635902	-0.011468098958333341
-0.75	0.000319940228380789	-13.756517228444782	0.005877518259161849	0.84280984660184	0.008377427862634604	0.009399414062499998
-0.8	0.0004729733603062061	-14.013010758613598	0.005564327984207561	0.953946378646704	0.005942503479556377	-0.0025358072916666662
-0.8500000000000001	0.000655930847516948	-14.290331184430649	0.005600306674196464	1.0926484055538013	0.006073214463118546	-0.002679036458333331
-0.9	0.001076826891284903	-14.593832557372018	0.04923842268795304	2.0313189122776323	0.06713012761367113	-0.031110026041666666
-0.95	0.0010914422266052838	-14.944654243302038	0.020432822474940673	1.6029247305800463	0.025152007730004332	-0.0010432942708333323
-1.0	0.0007682604679904731	-15.317628594081203	0.004918805865094198	1.7217088249571293	0.011874026493970409	-0.009095052083333333
-1.05	0.0007510429139474628	-15.71435162405754	0.004959482646606934	1.8572882734805831	0.009237939745034961	-0.0012565104166666662
-1.1	0.0006447360071520765	-16.137724788463053	0.003867672865210679	1.9867766445342991	0.007354467160693043	-0.001708984374999999
-1.15	0.0006604183777464288	-16.582767558130655	0.0033566365025854633	2.0754157251722645	0.006437118047763471	0.004500325520833335
-1.2000000000000002	0.0006145266332109545	-17.045282373436415	0.002722016246417125	2.141408756164615	0.005853043807145985	0.006839192708333331
-1.25	0.0007955128371960017	-17.52369257871935	0.002236629025369024	2.192544092363599	0.004079433846612676	-0.0064111328125
-1.3	0.000512812959157805	-18.014359930549062	0.001901582490455438	2.235653685299503	0.004280273087816985	-0.0036572265625000023
-1.35	0.000589696672665892	-18.514034738156344	0.0016079047156212106	2.2645187052024904	0.0035867155362691396	0.007399088541666669
-1.4	0.0006143381629545041	-19.023014787210467	0.0014883866588469804	2.289181367722816	0.0033011397528849426	0.00376953125
-1.4500000000000002	0.0004957611122577237	-19.540037196101277	0.0011677137727307521	2.3099898561403482	0.002885954599009136	0.0008317057291666669
