dNS	 NS	 dS	 S	 
0	50	0.0	3.0
0	100	0.0	3.0
0	150	0.3	2.9
0	200	0.39999999999999997	2.8
0	250	0.5	2.5
0	300	0.3	2.1
0	350	0.0	2.0
0	400	0.0	2.0
0	450	0.0	2.0
0	500	0.0	2.0
0	550	0.0	2.0
0	600	0.0	2.0
0	650	0.0	2.0
0	700	0.0	2.0
0	750	0.0	2.0
0	800	0.0	2.0
0	850	0.0	2.0
0	900	0.0	2.0
0	950	0.0	2.0
0	1000	0.0	2.0
