G	 dE	 E	 dS	 S	 dm	 m
-0.5	0	-12.76256915102408	0.0003120032831392407	0.4075335086490441	0.0018490341475194873	-0.011194396972656248
-0.55	0	-12.926246012365487	0.000340065945642354	0.48471387988114606	0.0018074716671673094	0.0007359619140624991
-0.6	0	-13.107164944918747	0.00031855427000794214	0.5677033959983739	0.0017188371821747642	0.005013051350911458
-0.65	0	-13.306003887130132	0.00024334461318216785	0.6554518708767705	0.0014648624970461106	0.0019320780436197901
-0.7	0	-13.523686903200295	0.000194868111570943	0.7555002831891579	0.0012484110414407717	-0.001288096110026042
-0.75	0	-13.761489542178897	0.00014999198447636968	0.8702600009134692	0.0009617209754480715	-0.000778544108072917
-0.8	0	-14.021144494312766	0.0004094212133190285	2.1027024225101694	0.000572016245406028	8.333333333333282e-05
-0.8500000000000001	0	-14.304867281200533	0.000391853044221503	2.1041637152177426	0.000551855022077939	-0.0005104166666666655
-0.9	0	-14.615142146895279	0.0004008716518093732	2.1034280664580622	0.0005571540769626094	0.00253125
-0.95	0	-14.95410127852544	0.0001100355736678152	1.5239469700590957	0.0003059610246513235	0.0017796936035156254
-1.0	0	-15.322595151080765	0.00010143674107672742	1.7013604087230556	0.00023119370545073972	-0.0007803141276041669
-1.05	0	-15.719528541527012	0.0003918488154098335	2.1047264679098725	0.0005437596063264696	-0.0024791666666666664
-1.1	0	-16.142048984859027	7.393831147914416e-05	1.9814649881563338	0.0001430412065619369	0.00017496744791666664
-1.15	0	-16.586429499718005	5.9957254717814924e-05	2.0762344213545743	0.00012077507957431869	-0.00017414347330729172
-1.2000000000000002	0	-17.04895935665288	0.00039936664002442355	2.1024468593284165	0.0005654671670676569	0.0035
-1.25	0	-17.526430617890988	0.0003852096173281704	2.103556232477131	0.0005691569333898855	-0.002770833333333333
-1.3	0	-18.01625759867755	3.648141144278283e-05	2.239185314874696	8.267340494720936e-05	-0.0005406595865885417
-1.35	0	-18.5164134135104	3.181065530539333e-05	2.270116817778818	7.328891420841767e-05	8.38928222656251e-05
-1.4	0	-19.02531545232482	2.795521903360694e-05	2.294684467966086	6.679298656960922e-05	0.0001593119303385417
-1.4500000000000002	0	-19.541717536247305	0.0003956943990543083	2.101238547807088	0.0005835803281031312	0.00016666666666666653
