-10.00625084326568	6.691349341281239e-7
-10.006250879364345	3.909916443944894e-7
-10.006250879364341	3.9099170123790827e-7
-10.006250879364337	3.909917438704724e-7
-10.006250879364337	3.9099178650303656e-7
-10.00625087936433	3.909918007138913e-7
-10.006250879364343	3.9099168702705356e-7
-10.006250879364341	3.9099165860534413e-7
-10.006250879364341	3.9099170123790827e-7
-10.006250879364337	3.9099170123790827e-7
-10.006250879364348	3.909916301836347e-7
-10.006250879364337	3.909917296596177e-7
-10.006250879364341	3.9099167281619884e-7
-10.006250879364337	3.9099167281619884e-7
-10.006250879364327	3.90991814924746e-7
-10.006250879364327	3.909918007138913e-7
-10.006250879364336	3.9099170123790827e-7
-10.006250879364352	3.9099161597278e-7
-10.006250879364334	3.9099177229218185e-7
-10.006250879364337	3.9099170123790827e-7
-10.006250879364341	3.909917296596177e-7
-10.006250879364341	3.9099170123790827e-7
-10.006250879364345	3.909917296596177e-7
-10.006250879364341	3.909916443944894e-7
-10.00625087936433	3.90991814924746e-7
-10.00625087936433	3.9099178650303656e-7
-10.006250879364345	3.9099161597278e-7
-10.006250879364341	3.9099168702705356e-7
-10.006250879364334	3.9099177229218185e-7
-10.006250879364337	3.909917296596177e-7
