G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.00438205901788973	-16.78069905562888	0.009962697093739014	0.5098484747911386	0.021196588561484594	0.011611328125
-0.55	0.005636728510330166	-16.951945939889473	0.01092095157119274	0.6408464873836371	0.022974493923609	0.000157470703125
-0.6	0.006127128902314253	-17.147711639680953	0.014306492799162174	0.807020503244922	0.023747455027336682	0.000975341796875
-0.65	0.006394092502049415	-17.378712733625537	0.013660582711449015	0.9762859111529708	0.020748825561367003	0.00912841796875
-0.7	0.005787228184714044	-17.639933666043895	0.012471891187272908	1.1691882328040746	0.019154869736174	0.000166015625
-0.75	0.005628033989991812	-17.939425284897485	0.010337362982532	1.4366333918393748	0.016462314330421148	0.000594482421875
-0.8	0.004714404580893481	-18.30747143135738	0.009644055691061273	1.6876132977388165	0.012590713491647223	-0.011829833984375
-0.85	0.004041614750412877	-18.713331631025504	0.0062289913206004565	1.9381472381900304	0.009707509651906266	0.0015087890625
-0.9	0.003437651682485117	-19.182492863967006	0.004550006759690703	2.109745400044483	0.007533570967761155	-0.013641357421875
-0.95	0.0027588572958260073	-19.702175685169355	0.004143121760700248	2.237954919776793	0.006524529165877905	-0.01243896484375
-1.0	0.002121495977900738	-20.24975256162068	0.0027063962055638466	2.320433019957196	0.005680916664995618	-0.0112890625
-1.05	0.002005227210752772	-20.820015780077323	0.0022042151710801954	2.3876363963151928	0.004123851939670361	-0.009993896484375
-1.1	0.0018615700330275472	-21.4163825066318	0.001842815684530956	2.4431051078007173	0.0036432200400579222	0.002161865234375
-1.15	0.0015864490965799114	-22.04119170886044	0.001557774664772508	2.478971274102977	0.004103566281542977	-0.00666748046875
-1.2	0.0013396358573186172	-22.676382823345097	0.0014668979196169655	2.5103717870028377	0.0031377353944661143	-0.00298828125
-1.25	0.0013211761638595527	-23.326358440320696	0.001221768354161868	2.5378854387565863	0.0029214787137981134	0.0037255859375
-1.3	0.0010684981974635366	-23.99069163465605	0.0011249463224307882	2.560912572658009	0.002763956396331725	0.0023388671875
-1.35	0.0009582289512517605	-24.66444866619275	0.00110892489535436	2.5786243908097384	0.0022695109322142366	0.000885009765625
-1.4	0.0008958427044460993	-25.347409589125263	0.0009957423562050175	2.594886818355804	0.00248896620828182	-0.00284912109375
-1.45	0.0008088082814289719	-26.039010599690045	0.0010250757914770146	2.611141620317684	0.002511447384593003	0.004210205078125
