G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.0006551279443779566	-12.74878903048059	0.0030471257749525864	0.35022440947133715	0.0003049228552584451	-0.00029296875000000004
-0.55	0.000808401275349044	-12.906940457133391	0.0034925038036528197	0.415790025389896	0.0003516548318061695	-0.00047688802083333334
-0.6	0.0011446797431118247	-13.080530149365709	0.0031710774273446284	0.47977325635933027	0.0004072004107060387	-0.00016276041666666663
-0.65	0.0011549271520342498	-13.266850492537092	0.003015364321247126	0.5447937354575264	0.0003619101845124689	-0.0001578776041666667
-0.7	0.0015411254043306221	-13.472784302988675	0.0033350837746580096	0.6172859017817793	0.0004194023289424355	0.00045735677083333343
-0.75	0.002070512599889263	-13.687631624485876	0.003550965003354055	0.6939894247406351	0.00044335468455936376	0.0004736328124999999
-0.8	0.0020318076172727638	-13.920700180494267	0.004051351306306525	0.7577393896768038	0.0005285953942400891	0.00023925781250000035
-0.85	0.0021115049678964294	-14.167733122359714	0.004147749368507047	0.8337337318373078	0.0005249496556923874	0.0005045572916666666
-0.9	0.002109816987908897	-14.428695377117954	0.0039195537124712375	0.916644812738324	0.0006036554563433885	-0.0003938802083333334
-0.95	0.0029203693726935283	-14.70929095294623	0.0034988697099642605	0.9990211092961135	0.000618007003172501	0.0008870442708333333
-1.0	0.0030033245518364038	-14.99688647988447	0.003732601325338241	1.0825237243824266	0.0006217146248680725	0.000807291666666667
-1.05	0.0032601652998421418	-15.308620350087784	0.003857818714203482	1.1649435468253977	0.0006251473994752695	0.0002636718749999999
-1.1	0.00377962083490837	-15.626872346639265	0.0003768302488106466	2.47065141604745	0.08333300491204712	-0.03359049479166664
-1.15	0.00393003051015592	-15.967821433378363	0.0003014426762382548	2.4717117396139496	0.08172574581740638	-0.03228841145833333
-1.2	0.003643036989247421	-16.326829532113027	0.00026556780507758893	2.472168516031731	0.07995549627385976	-0.030564778645833342
-1.25	0.004302443292990219	-16.691898000024597	0.00024046292685326812	2.4731733959626747	0.07771122373518398	0.06286621093750001
-1.3	0.005186302882479804	-17.076742882703677	0.0002089159286354314	2.474443026269452	0.07566519934888212	0.060641276041666706
-1.35	0.00552478231119962	-17.466532873427656	0.00019837778019716917	2.4751562289202025	0.0735845080116663	0.05904296875
-1.4	0.005362976980261126	-17.86993699077789	0.0001606675442731138	2.4752600465736663	0.07121631082394854	0.05602213541666666
-1.45	0.005657939088369721	-18.308556730335482	0.00015752906400583107	2.4758125393675727	0.06871956829212009	0.05396484375000001
