G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.021757224074895394	-21.24267564277789	0.014150992421234637	0.4331562054307114	0.002975637531089877	-0.0005390624999999998
-0.55	0.0012335159710937542	-21.53825532257235	0.0029531106676453393	0.5059391053794777	0.0012450776303459027	0.0012958984374999993
-0.6	0.0013589513758988131	-21.839672162441605	0.00394822500540914	0.6057666649083354	0.0012346168146004017	-0.0016464843750000002
-0.65	0.0016777133588688792	-22.16985637708898	0.003679887470800236	0.7062575149521642	0.002613144635334526	0.0014521484375000007
-0.7	0.0019748828416826254	-22.531028692911274	0.004065693408910973	0.8235014690189493	0.003627200906780855	-0.0049628906250000025
-0.75	0.00438698167733164	-22.918997354257	0.004645762427458782	0.9530067397616723	0.0034977054417814615	-0.0023134765624999993
-0.8	0.004116163920185387	-23.34973044070015	0.004683346589825546	1.1030034116218763	0.00251719083969302	0.0008115234374999995
-0.85	0.004722752646777727	-23.809882528997534	0.006042199735435178	1.2704303786418953	0.00406543684691899	0.0011855468750000004
-0.9	0.005174919558384651	-24.310231929371326	0.006135524754128852	1.4652584376486306	0.0025028642249504836	0.0009462890624999999
-0.95	0.006551406583502545	-24.85343407307206	0.007546292519523405	1.694966850184726	0.0030055517706276255	-0.0037734375
-1.0	0.0018554394529247827	-25.466630993898153	0.03185835616925382	2.3889214052536145	0.04292211448999782	-0.04015234375000001
-1.05	0.0009824266277731284	-26.143710802055725	0.004896413603499165	2.3639509743441134	0.009049795097855607	-0.003681640625
-1.1	0.0009216123103806008	-26.859386489146512	0.0031047593590415807	2.5159525695804037	0.006137007468635646	-0.009168945312499996
-1.15	0.0007846567279009623	-27.609965880476267	0.0027772361759738633	2.6067149404930303	0.00514900207758195	-0.012321289062500004
-1.2	0.0006641988673972486	-28.391187015383995	0.0020914970836311943	2.6722167042633735	0.004253644417375266	-0.00129296875
-1.25	0.0010367221381749536	-29.188130056620665	0.001468749919137606	2.723882065257753	0.004030148116340811	0.0019423828125000005
-1.3	0.0007781368516407886	-30.01091620987705	0.0013589408614088634	2.7536278222077817	0.0028558914994645484	0.0011406250000000001
-1.35	0.0008869701064026042	-30.849419557826568	0.001215006257219407	2.781899988262891	0.0025667226007072374	0.0038037109375
-1.4	0.0005810845357260855	-31.69910841034514	0.0011338266594999491	2.802412860921004	0.002202658668024782	0.0028378906249999993
-1.45	0.0008501313484429566	-32.561488687459054	0.001144691002523151	2.820284238055823	0.0023790599674365204	-0.0022919921875
