G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.000976537029691515	-21.24981554324557	0.0025598223951694464	0.3950440698548233	0.0002512443093941228	0.0002539062500000001
-0.55	0.0010577978503491258	-21.512386833802513	0.002741208111083947	0.46248354789656587	0.0002849065654251212	0.0002685546875000001
-0.6	0.0014550862627710972	-21.800446039735352	0.003061504548658779	0.5401867945070763	0.00026453338712312296	-0.00031445312499999995
-0.65	0.0017050910712560438	-22.11131821684563	0.0030678913526008622	0.6114512221381599	0.0002939557592620365	-0.0003750000000000003
-0.7	0.001839933302449384	-22.450885217939557	0.0030579416986417757	0.6941420854842915	0.00033378516251287313	4.199218750000002e-05
-0.75	0.002549598447695977	-22.814066584951696	0.0025916629430077	0.7782309734355786	0.00035873802457486845	-0.00013867187500000018
-0.8	0.0024428140739162696	-23.199004214201633	0.003560588704798289	0.8557749654989909	0.00042445404664895683	0.0005517578125000004
-0.85	0.002829538113797828	-23.61081242568791	0.003497063861272526	0.952611809026426	0.00043270222605235585	-7.031249999999989e-05
-0.9	0.002994388431014652	-24.05185313241381	0.0037938279505786536	1.0465106112461608	0.00048715788745745637	0.00038085937500000007
-0.95	0.0031676864153638894	-24.507465482774116	0.0035779380202505956	1.140915868891453	0.000471900737136359	0.0009501953124999994
-1.0	0.0036401219315696566	-25.004109336985277	0.0004035519427265487	2.9741157552361277	0.08624483831335307	-0.08653124999999998
-1.05	0.004502757421992979	-25.510842749185734	0.0003283808466349375	2.975053110556315	0.08473769729215391	-0.08522265624999997
-1.1	0.005287549615703944	-26.050168521539618	0.00026080446932892447	2.9764498799923893	0.0830565700187549	-0.08359960937500005
-1.15	0.005111813021548927	-26.607204551020395	0.0002285271753103682	2.977603026213197	0.08141925942872211	-0.08253027343750002
-1.2	0.005488721410575347	-27.190925853684117	0.00020740102468141995	2.9780493049602668	0.07956691510244682	-0.07944726562499999
-1.25	0.005947096559109473	-27.822749678132062	0.00023933631876839624	2.9790911927425596	0.07778279118367014	0.06294042968749997
-1.3	0.0061338469941360895	-28.442163450285822	0.00018933901587924314	2.9798123888639942	0.07583196970862909	0.059248046874999974
-1.35	0.0063117681725661625	-29.117094117714192	0.0001710798689798163	2.9807333917333416	0.07351707925290127	0.0593076171875
-1.4	0.00649763547357478	-29.80972441053694	0.0001526492939333368	2.981392590574219	0.07118272720319412	0.056078125
-1.45	0.007483696748891456	-30.496801164879354	0.00014105904398778032	2.9818020594712413	0.06871961256622994	0.05552539062499999

