G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.0005397987125625364	-17.011859966514837	0.0034468798672604487	0.40238969694638643	0.004457859239891447	0.000810546875
-0.55	0.00048019358972250386	-17.231893477792926	0.003680422844130465	0.48799977534646094	0.0017329801672677273	-0.00152587890625
-0.6	0.0005451635206538099	-17.473108329276837	0.0035484459200934397	0.5621848713497826	0.0030650248726586996	-0.0016357421875
-0.65	0.0003917478122416173	-17.738515505231682	0.003598245068066319	0.66926993388741	0.0026350818780740397	-0.00374755859375
-0.7	0.0004363635033547724	-18.02729460232564	0.0037665981308748287	0.7770911679681537	0.0026531600342134727	-0.001270751953125
-0.75	0.0005536448233167993	-18.34038508452507	0.004575489170970301	0.8989662211522493	0.004389635909659868	0.007762451171875
-0.8	0.0004015081635904515	-18.68244427217785	0.004141242089843181	1.0346873677659014	0.005706571603551239	0.01056884765625
-0.85	0.00045964232885361775	-19.05210472917726	0.0052833014907893395	1.1904598553399555	0.0051758166617855515	-0.00390625
-0.9	0.0006670711459156305	-19.452681777308	0.006487705268373343	1.3797554163858394	0.006397745110121413	-0.005609130859375
-0.95	0.0010156079630311648	-19.892985792928588	0.007455447037289546	1.6199771389604418	0.007008803965156853	-0.010113525390625
-1.0	0.001697182993322761	-20.38997327299607	0.02233961209511722	2.0298382615131034	0.026729563593921507	0.0127685546875
-1.05	0.001069390970211737	-20.925621805346807	0.004873694932246576	2.1370732333052875	0.00796444621083248	0.00560546875
-1.1	0.0009905581859185994	-21.49436625647247	0.003987426347613968	2.274021086498706	0.007178349370235672	-0.000914306640625
-1.15	0.0008594565587721342	-22.093790748925162	0.002679992523532629	2.3798852880755232	0.005569704462654922	-0.000941162109375
-1.2	0.0008343393906507814	-22.715617321390905	0.0023948624103545917	2.4474595978807208	0.004966578836939223	0.00903564453125
-1.25	0.0009562470220949212	-23.3527128665054	0.0015928352782879063	2.4961394533457426	0.0033347218462691243	0.000361328125
-1.3	0.0008363760381902421	-24.010580199507313	0.0015186414305926558	2.5309074056653817	0.0035497409988000128	0.00111328125
-1.35	0.0007113559035440409	-24.68033496524856	0.0012788729727678373	2.5626141443438746	0.0034022780892729552	-0.0016845703125
-1.4	0.000742008982564493	-25.359520704128148	0.0012269707419028447	2.5816848842864384	0.0032365300352091356	-0.002388916015625
-1.45	0.0006549394920637005	-26.05035438061717	0.001004197194681027	2.602224176903164	0.0024702448936394575	0.007359619140625
