dS	 S	 dE	 E	 dId	 Id	 
0.000745130176965797	0.11960307157328454	4.1465334411429807e-16	-32.500653652720246	0.0012135472156744199	0.9905661529240939
0.0007588081837021337	0.14162628352185452	1.8397885414526765e-16	-32.6059578412561	0.0012338139040269493	0.9918884813203708
0.0008644174435545311	0.16663440981186953	0.0	-32.72135788685284	0.0012536046988794514	0.9907511385223724
0.0009650908099075743	0.19218933487581302	5.637184056103667e-17	-32.84687227261918	0.0012024425481858298	0.992053528741126
0.0011454122952082872	0.21792004792878783	1.5515838457795457e-17	-32.982521201193435	0.0012380650121771824	0.9895930667306576
0.0011752500159459204	0.24760246190701543	2.5018537765542006e-17	-33.1283266274354	0.0012003859905708447	0.9902978198863586
0.0012584402385650798	0.27867290890102175	4.42786255814948e-16	-33.2843122959311	0.0012573389212977883	0.9930835748756242
0.0013237400835572764	0.3049344355835365	3.3414935062910117e-16	-33.45050378417628	0.0012686930840918437	0.9966548226822987
0.0013744232848744108	0.34023173218623476	4.1691147439348324e-16	-33.62692855265635	0.001183718892120232	0.996422298186282
0.001355936286709366	0.37337771888501736	2.533409074679899e-16	-33.81361600358332	0.0012279184568198057	0.9989026825154692
0.0016232348400954037	0.40834768167694263	8.326672684688674e-17	-34.01059755084623	0.0012061682896902402	1.0005859871410205
0.001850436147254137	0.44676481803418944	3.551737762805187e-16	-34.21790670488123	0.0012444316125222704	1.0026604403592623
0.0016691527180842834	0.4774000635633487	2.155529167242746e-16	-34.43557917777422	0.0012900850343674681	1.0064999190410253
0.0017904884067389477	0.5165581507202781	4.539012621714381e-16	-34.663653016100795	0.001255221556388426	1.0112421221843704
0.0018333881588039566	0.5591889029415016	6.938893903907228e-18	-34.902168771898914	0.0012974680036145574	1.0107532573071076
0.0018340866993418082	0.6000898909076905	3.716035212596415e-16	-35.15116972587822	0.0013220533356016557	1.01559627438019
0.002046645690807495	0.6413088227069961	0.0	-35.41070218157745	0.0012671753219079672	1.0161879951523334
0.0021605679288873923	0.6815352567260956	0.0	-35.680815854707475	0.0012981492879411646	1.0221123716848806
0.0023190637256174386	0.7296362445664291	5.866136145823666e-16	-35.961564388300815	0.001314428643007544	1.0233893439283288
0.0022485680178443716	0.7677749608138679	4.0662155098524256e-16	-36.253006031322	0.0013579283795974683	1.0283053172769518
