dS	 S	 dE	 E	 dId	 Id	 
0.003133380040244246	0.40771633071454394	0.00020066566110921914	-17.016101053441478	0.0036894046615354053	1.0059681834776772
0.003361109902845998	0.48853967573155255	9.196132834477914e-05	-17.234838230273496	0.0038472853365009614	1.021272453660987
0.003751689294365481	0.5784950139163172	6.062108098714294e-05	-17.475822863795543	0.004016975604185189	1.0098584873301248
0.003862255227897335	0.6726973545139517	7.547145180612743e-05	-17.740168453528913	0.003847865726837552	1.0246699020565813
0.0037091499610855173	0.780896575431545	8.27512889016749e-05	-18.02925725570555	0.003968811857233409	1.040190264860293
0.004526990068239514	0.9033008669529174	0.0001886810989641023	-18.343220607988993	0.004268732530329285	1.0434715896705278
0.004534060567389815	1.0418038226241113	0.00010561124606253626	-18.684867513306372	0.0050393361129240895	1.067384244166768
0.004534900950281114	1.2020193058384814	0.00012946640356524146	-19.054738511619387	0.004510026146410484	1.0960369903925615
0.006709457791059548	1.468503934728711	0.00041689741904301855	-19.467291887336376	0.006066084902904628	1.1549366007838697
0.006973353746428832	1.7118021927095293	0.00036966659258890497	-19.91460918284032	0.006871895573720048	1.2269749605533602
0.005186944161136605	1.938735589795447	0.0004206745384018132	-20.403167452469734	0.007226794347683238	1.3599097809778402
0.004571777728690197	2.128684664065394	0.00034974584221882836	-20.9339690092665	0.009810378183448657	1.5020908483402073
0.0038327126723301463	2.2767812405853225	0.0003086341243609736	-21.5009281711421	0.011714439266877364	1.6437168357638885
0.002766819808959688	2.376626382934598	0.00028019218770433685	-22.09783999292315	0.013963912685071961	1.8348197056923086
0.0023084351253024075	2.4462764682495184	0.00022477403063565679	-22.71894009042694	0.014994541090512287	2.028611658945552
0.0018953115774248343	2.4945258742473153	0.0003424227208683434	-23.358412397960187	0.018880989511352364	2.245260048652537
0.0014473330872976384	2.528147229755829	0.00021905315350983964	-24.01475365492759	0.019478462307808864	2.374136145981511
0.0011792774133596146	2.558374427589882	0.00020411355110536736	-24.683379372214496	0.023354259265415574	2.603115746124709
0.0011079370906402568	2.5802327236238063	0.00018985846692553494	-25.363641368513235	0.028555173018435083	2.825066493738784
0.0010349127339911303	2.598443322950979	0.00016165595325855428	-26.05286118268499	0.02835245798851154	3.0625217228687713
