G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.001050205246853277	-17.011632865324586	0.0033485675818693363	0.3998761300502426	0.003416519771253957	-0.001026611328125
-0.55	0.021165722713037637	-17.21058456678199	0.013197513895349056	0.5063023386561034	0.007238589057409492	-0.011021728515625
-0.6	0.0010675085998812378	-17.472412398463458	0.004907411544491267	0.5751309229219193	0.006967033503058792	0.003121337890625
-0.65	0.0012196393865551484	-17.73652186958144	0.0037785401821370675	0.6727508945462357	0.003460812766623858	-0.00635498046875
-0.7	0.0013905760387744937	-18.026213482549718	0.004716221278679499	0.7805029002188856	0.003578228967730345	0.001995849609375
-0.75	0.0005467869998539496	-18.33932546003178	0.004830269143110431	0.899593383891479	0.005860933050908042	0.010078125
-0.8	0.0005346587535147375	-18.68217008744397	0.00508592437267278	1.0380464189472682	0.006562030651701899	-0.003275146484375
-0.85	0.00046973752143969786	-19.052224099881208	0.005496921759095952	1.1901100716320416	0.007463575177517873	0.009622802734375
-0.9	0.0005749961478516018	-19.45284251108375	0.005734413639328856	1.3643099837153811	0.0027876246616901643	-0.0002685546875
-0.95	0.00108570810742321	-19.889229383467665	0.00718004396197001	1.6009053886174514	0.005927650790434371	-0.01656494140625
-1.0	0.0018236922314949836	-20.387957202877743	0.007422046838787987	1.910266084497783	0.009375817864029228	0.01957763671875
-1.05	0.0010088858411933632	-20.925221436157354	0.004900762135023353	2.138221491946808	0.00874943303161659	0.008450927734375
-1.1	0.000823327663284946	-21.49593048977778	0.003399495868675044	2.277205495896068	0.006551581864404571	-0.015068359375
-1.15	0.0007346884247599785	-22.09426162598118	0.00262247633347628	2.3761380321291763	0.0054089792341509655	-0.0006982421875
-1.2	0.0007174790295666865	-22.714963255579715	0.0024295063392118363	2.4437983527216414	0.005394552954506491	0.001817626953125
-1.25	0.0010239927597013893	-23.351375774757752	0.001858507824200124	2.4973361012198727	0.003807444480233224	0.00498779296875
-1.3	0.0009927231295548925	-24.00908414602726	0.00149402418180785	2.531667856596482	0.0036198367372172295	0.004083251953125
-1.35	0.0010797804409854355	-24.678423630405597	0.0013544040773235903	2.56047547543434	0.0030390287730838795	-0.001134033203125
-1.4	0.0008251741231199865	-25.359415159798573	0.0013430777933788154	2.581168575396585	0.002719811604949167	-0.00056884765625
-1.45	0.0009114882201807775	-26.048179743206262	0.0011418487594412356	2.5984000404882766	0.0027170841660245056	0.00301513671875
