E_exact 	 dE	 E	S_exact	 dS	 S	 dKb	 Kb 	dKbs 	Kbs
-10.635604409347962	0.001168908469794804	 0.1440106569727675	 0.38257651443057017 	 0.0018982815778303267	 0.09544804915267041	 0.0007713143344931526	 0.020626710443811157	 0.0010131383500035422	0.049120143577985886 
-10.635604409347962	0.0011132751751501912	 0.1167317707091744	 0.38257651443057017 	 0.0019308537132200199	 0.057561977498133854	 0.0008011531487820228	 0.008027191450515178	 0.0009709442115365854	0.04378757290575286 
-10.635604409347962	0.0011500708984500294	 0.10569718876242007	 0.38257651443057017 	 0.0019925488785064566	 0.05969830990638364	 0.0007968027481187779	 0.006943838060374646	 0.001026504490531436	0.047020701012173316 
-10.635604409347962	0.0012810541616315113	 0.14340304747427268	 0.38257651443057017 	 0.0020322478624535843	 0.1007491656684586	 0.0007857792520554574	 0.022745418852159877	 0.0010360599880735088	0.0464891093924793 
-10.635604409347962	0.0010911205131603646	 0.1155798949967064	 0.38257651443057017 	 0.0021174571628964204	 0.07258705688279771	 0.001050653463198649	 0.022745658769259665	 0.001107973898110024	0.04742326833873156 
-10.635604409347962	0.001155392349754089	 0.12835571235847887	 0.38257651443057017 	 0.002013985332468089	 0.07878014118978427	 0.000745355086364126	 0.012066637342649145	 0.0010392297466026896	0.04446607627712951 
-10.635604409347962	0.0011450774460470034	 0.13308198393698767	 0.38257651443057017 	 0.0022333335640058335	 0.08352117099263007	 0.0011676085307365163	 0.023978744650074862	 0.0011727635095305912	0.045210989871162954 
-10.635604409347962	0.0010237662918426997	 0.11537592846801914	 0.38257651443057017 	 0.00203357325815848	 0.0705174002012483	 0.0008643043723999966	 0.014011069173762415	 0.0010519842401996826	0.04752522525925862 
-10.635604409347962	0.001192309157524978	 0.09674651811884516	 0.38257651443057017 	 0.0018774965050133044	 0.02404724956525439	 0.0007191635762897301	 -0.002533599314738324	 0.0009224426196763576	0.04783662392509852 
-10.635604409347962	0.001371366189605071	 0.13795673721108948	 0.38257651443057017 	 0.002110711591234191	 0.07232878352684508	 0.0007865283340530425	 0.008352357639678547	 0.0010824965911796845	0.04543102951075273 
-10.635604409347962	0.0011309747598659597	 0.12220630178062564	 0.38257651443057017 	 0.0019866198382928295	 0.04787112592364001	 0.0007773788515807484	 0.000613911004705892	 0.0010122655228206419	0.047515583242376425 
-10.635604409347962	0.0011156238636557162	 0.10883538050786612	 0.38257651443057017 	 0.0020789064801854562	 0.07544648869598786	 0.0009379809395406188	 0.014604145670035247	 0.0010590822685229693	0.040514281466826396 
-10.635604409347962	0.000979908197027565	 0.10673046352395943	 0.38257651443057017 	 0.002067546097858384	 0.05663461451984131	 0.0008915096865875849	 0.010316477683719086	 0.0010492146358458865	0.04495749600212029 
-10.635604409347962	0.0015140546667457497	 0.14555801779550315	 0.38257651443057017 	 0.0023346930489237987	 0.10853649155425638	 0.0010132757912931754	 0.030856696738862967	 0.00125866155287652	0.04580706141502894 
-10.635604409347962	0.0013000081288203902	 0.12843397211274876	 0.38257651443057017 	 0.0022740784173240097	 0.07755051263694568	 0.0008830507616304658	 0.01901169586802191	 0.0011738489367635933	0.04457892094458693 
-10.635604409347962	0.0011067873298466562	 0.10563262786620875	 0.38257651443057017 	 0.0019192909710790374	 0.05628287979756902	 0.0007824657557484892	 0.008754774971065925	 0.001010634107971787	0.047308345626768444 
-10.635604409347962	0.0012363252479044235	 0.13041776296000052	 0.38257651443057017 	 0.0019574314852989065	 0.06945477153589596	 0.0007557751689332672	 0.014807473122455603	 0.0010282003378309216	0.0483488269258307 
-10.635604409347962	0.0012345822925278166	 0.11655090365711018	 0.38257651443057017 	 0.0018204557850693495	 0.058111883759302874	 0.0006842360061128644	 0.00433857571352256	 0.000922050712820227	0.04594668321896528 
-10.635604409347962	0.001157014857557946	 0.13460266910716534	 0.38257651443057017 	 0.002038357869985694	 0.0538552084520138	 0.0007931605843130854	 0.008243004760148038	 0.0010132829343759467	0.0462559368642238 
-10.635604409347962	0.0011622128936598433	 0.1186121268227538	 0.38257651443057017 	 0.002014000516668355	 0.03724860755854986	 0.0008568052931312665	 0.004407688620921081	 0.001027519302873773	0.04810140229387522 
-10.635604409347962	0.001329220829517785	 0.1394364936770316	 0.38257651443057017 	 0.0020484471729449597	 0.09305228665313464	 0.0009868963784552167	 0.023980815943153135	 0.0010678504457196007	0.04685201902054009 
-10.635604409347962	0.0012182017401277062	 0.1493565680888267	 0.38257651443057017 	 0.0020646733192709386	 0.08853452458009164	 0.0007954034617502279	 0.014947060112359505	 0.0010539073900323805	0.0458205038473144 
-10.635604409347962	0.0012303889399652526	 0.11276801652919488	 0.38257651443057017 	 0.0017837558160405781	 0.07544218192846452	 0.0006065150514414512	 0.012959582828048202	 0.0009112144526465712	0.04819303787766316 
-10.635604409347962	0.0013153589004725325	 0.13425803043774387	 0.38257651443057017 	 0.002069827584456823	 0.1037185415255309	 0.0008967825049626434	 0.026267479021157086	 0.0010998435015692062	0.04604564286785828 
-10.635604409347962	0.0011507852783069089	 0.11622718316221636	 0.38257651443057017 	 0.002035847635211737	 0.05358323431392559	 0.0009301685636385767	 0.015818617190026873	 0.0010382742168583636	0.047956455306791435 
-10.635604409347962	0.0012603475550669692	 0.1001776171976747	 0.38257651443057017 	 0.002030895320339022	 0.062135488664314564	 0.0010087566679067086	 0.017676859388280182	 0.0010356400354139216	0.04283279959692732 
-10.635604409347962	0.0011094240918514838	 0.12944117279714362	 0.38257651443057017 	 0.0020369095807412636	 0.07344367348175324	 0.0008437319606315333	 0.01900170684933252	 0.0010440413234107098	0.04833772968412331 
-10.635604409347962	0.0010730996482199934	 0.12363381740053114	 0.38257651443057017 	 0.002008243065211449	 0.07653876509537616	 0.0010692944925164954	 0.02382896841373894	 0.0011055006132836198	0.04235323346883735 
-10.635604409347962	0.001108485885776248	 0.13000967762313564	 0.38257651443057017 	 0.0020003895442040685	 0.06972130781975039	 0.000901545253159541	 0.017827741696518087	 0.00104074850823605	0.05103267437110276 
-10.635604409347962	0.0011086106304530935	 0.11415737777243251	 0.38257651443057017 	 0.0017010805283830576	 0.1025328542501106	 0.0007184868760697502	 0.02524463517529835	 0.0009059507357230374	0.047651385710315186 
-10.635604409347962	0.0011332347570341904	 0.13786420917684516	 0.38257651443057017 	 0.0019478347988950932	 0.050102811429306726	 0.0009042296307653066	 0.015436440497911994	 0.0010004186075261994	0.05097651944804993 
-10.635604409347962	0.0010683627391780326	 0.12644906288462998	 0.38257651443057017 	 0.0019257117221370712	 0.06759672726604055	 0.0008596238151108456	 0.018128654739434286	 0.0010003058893121235	0.04643202000704166 
-10.635604409347962	0.0010079871859101932	 0.1269579957533633	 0.38257651443057017 	 0.001965200263013942	 0.04584859410515235	 0.0008284122457861338	 0.007858378760901587	 0.0009854079792272529	0.04695100970204347 
-10.635604409347962	0.0011553146316028323	 0.14264975276292446	 0.38257651443057017 	 0.0021850167011450445	 0.09915670369619317	 0.0009089609729888855	 0.02587870291631589	 0.0011474820524293447	0.046882138314429944 
-10.635604409347962	0.0011111828501036494	 0.1081644354437632	 0.38257651443057017 	 0.0019472262113411603	 0.04885086588849907	 0.0007876912753705618	 0.0064651810102265206	 0.0009875997675987036	0.045889607661712906 
-10.635604409347962	0.0009847286861162778	 0.09634365142227175	 0.38257651443057017 	 0.002034651143400959	 0.018242366797421417	 0.0007985195528846489	 0.0007042467258443539	 0.0010225607673731015	0.04443478029528902 
-10.635604409347962	0.0011489004756247596	 0.12584045568092428	 0.38257651443057017 	 0.0021453681176314674	 0.07400504959784104	 0.0007904462761791929	 0.021228607380295177	 0.001087779902064355	0.044784582314928656 
-10.635604409347962	0.0013714217625710786	 0.114961319128561	 0.38257651443057017 	 0.0021144660267755472	 0.08778424762222414	 0.0008846619189532808	 0.028777771794976786	 0.0010887880252718452	0.04553539052704486 
-10.635604409347962	0.0011465504731715981	 0.12307041618759484	 0.38257651443057017 	 0.001954516328630451	 0.08681478335721476	 0.0008477183438728257	 0.022804047372253965	 0.0010337310404408663	0.04638351041821753 
-10.635604409347962	0.0014474912675502037	 0.1279156325445303	 0.38257651443057017 	 0.0022010238031716454	 0.05327057246144595	 0.0010678711344294098	 0.014854672531907365	 0.0011596666525412142	0.044151698741512146 
-10.635604409347962	0.001113277884700122	 0.11464435067816936	 0.38257651443057017 	 0.0019350702441479947	 0.05712536558431519	 0.000742774274730278	 0.0027174127477667042	 0.0009752545765646468	0.043590068169645724 
-10.635604409347962	0.0014712290162421434	 0.133784381911088	 0.38257651443057017 	 0.002041900083153048	 0.08493246097733631	 0.0010060858898870808	 0.018828900723653806	 0.0011086222491798587	0.049259421001537185 
-10.635604409347962	0.001305334528571794	 0.13013137257538965	 0.38257651443057017 	 0.0021518220606690877	 0.05822351449434604	 0.0008340172248098278	 0.004725135394226836	 0.0010982846018148605	0.04436770127936984 
-10.635604409347962	0.0011239692850431896	 0.12010027653930244	 0.38257651443057017 	 0.002014041221422716	 0.05597560944603308	 0.0007928322883539279	 0.009628495266658842	 0.001009806606224738	0.04741079915669211 
-10.635604409347962	0.0012003406202018418	 0.12129420623304377	 0.38257651443057017 	 0.0022190496967658744	 0.05421489949379227	 0.0008454839435709724	 0.003670623913314929	 0.0011506426693682207	0.04525936119713131 
-10.635604409347962	0.0012576761001508968	 0.14628463992597318	 0.38257651443057017 	 0.002170497171452003	 0.08429168022923028	 0.0008781677419079048	 0.017195731233820337	 0.001137166497865224	0.04404486339122121 
-10.635604409347962	0.001232719048017105	 0.10555553760834613	 0.38257651443057017 	 0.001905264831443313	 0.092323494279614	 0.0007684772057532102	 0.02325745919292643	 0.001004623093755861	0.04915098135665308 
-10.635604409347962	0.0012968612802332483	 0.11768656654337661	 0.38257651443057017 	 0.0019667361789861147	 0.06427103150904379	 0.0007679898365718929	 0.00921492655061888	 0.0010141759187990752	0.046574752828144494 
-10.635604409347962	0.001122745295234707	 0.12589602021385815	 0.38257651443057017 	 0.0019251423583409566	 0.09178189740055553	 0.0008896955227985549	 0.019534611541401445	 0.0010343679317345697	0.04645666436879298 
-10.635604409347962	0.0010711014337463334	 0.11048870663396393	 0.38257651443057017 	 0.0017960140664593932	 0.05551478320059999	 0.0008640690312099322	 0.011543385545369227	 0.0009538038242369137	0.04764355144861454 
-10.635604409347962	0.0014218473528267099	 0.1436998712009281	 0.38257651443057017 	 0.002493081872369445	 0.07421976228247695	 0.001209828306223247	 0.023473471389234567	 0.0013473264963472977	0.04221483068399823 
-10.635604409347962	0.0012120321809731564	 0.12447336742076054	 0.38257651443057017 	 0.002298207457920648	 0.09513543481652159	 0.0012163259910607837	 0.03002620515410423	 0.0012027700893976689	0.046895611410104565 
-10.635604409347962	0.0014842878806622334	 0.1290180137104997	 0.38257651443057017 	 0.0020366439094616647	 0.08918811515563807	 0.0007527606592342452	 0.01679535162219041	 0.0010800335655284032	0.04576831443999807 
-10.635604409347962	0.001146359879965131	 0.12147250553937461	 0.38257651443057017 	 0.0018814138263775957	 0.06763719793478357	 0.0008391972789654942	 0.014625032815322174	 0.0009378280129369189	0.04455699392264617 
-10.635604409347962	0.0010578664828406101	 0.11589015267347413	 0.38257651443057017 	 0.001985106494187026	 0.07116733424966443	 0.0008487161237540252	 0.017495385519634626	 0.0010515038694602057	0.04883187178461129 
-10.635604409347962	0.0012499160224339531	 0.1293213132229809	 0.38257651443057017 	 0.0019556091362251367	 0.09862179439174701	 0.0008524814374685175	 0.028631253121013823	 0.0010476510639154707	0.05303217573427488 
-10.635604409347962	0.0011780627204761986	 0.10905342118081407	 0.38257651443057017 	 0.0018714651408172505	 0.0644627905573531	 0.0007921784809342425	 0.018318296686906394	 0.000981527207465857	0.049476689677191765 
-10.635604409347962	0.0011235300330582636	 0.12520849120053335	 0.38257651443057017 	 0.0019563766523908637	 0.057768080668983646	 0.0008191962231935943	 0.014081993875769035	 0.0010046884011790489	0.04666110488179509 
-10.635604409347962	0.0011854612021722668	 0.12877150306854368	 0.38257651443057017 	 0.002070410289983129	 0.083778855759166	 0.0008375495812357088	 0.0273009467542291	 0.0010700467327041273	0.04701549520797221 
-10.635604409347962	0.0011953792541373606	 0.12667473077913805	 0.38257651443057017 	 0.001672183150484764	 0.08299299857091802	 0.0007989616359487458	 0.021769989454566673	 0.0009009015555756021	0.04895418997962403 
-10.635604409347962	0.0010848029531440135	 0.10303642108450894	 0.38257651443057017 	 0.0018526557960830128	 0.09566386705231866	 0.0009441799548705383	 0.03124775705847425	 0.0009773022303972182	0.05107077847922725 
-10.635604409347962	0.0011319942483188406	 0.12019222498505577	 0.38257651443057017 	 0.0021386325325080543	 0.04920522629074553	 0.0010039268965654933	 0.014487712629287199	 0.001085030270851344	0.04652604094621654 
-10.635604409347962	0.001160798289905294	 0.12842566723343296	 0.38257651443057017 	 0.0021242922447143957	 0.11171440822415796	 0.0012105842130171473	 0.04026797970998225	 0.0011280013674300202	0.04651909950027422 
-10.635604409347962	0.0011709166576943843	 0.11108656301009567	 0.38257651443057017 	 0.002272276113882825	 0.07364792763911648	 0.0011128688192433539	 0.027132192882163845	 0.0012285465772200925	0.04483389119700115 
-10.635604409347962	0.0012173013332569026	 0.10936775774603724	 0.38257651443057017 	 0.0017994472494467604	 0.03339959284598265	 0.0007243867585079488	 0.008174510107845125	 0.0009045052607358503	0.05076308169490251 
-10.635604409347962	0.0011098129452305986	 0.12991238277406758	 0.38257651443057017 	 0.0020639994253923107	 0.09365482053687901	 0.0010446533266582924	 0.03304945048521887	 0.0010882839971636952	0.049585878554738505 
-10.635604409347962	0.0013344148907738682	 0.15927240776454	 0.38257651443057017 	 0.0024748991588159686	 0.10157788629968434	 0.0010559063812500664	 0.03367391916986517	 0.001330049777193411	0.04563193949903166 
-10.635604409347962	0.0012310909143301082	 0.1354652153155751	 0.38257651443057017 	 0.0022345113888990317	 0.09115859542730032	 0.0009325392449668405	 0.028417568412960444	 0.0011707621834992129	0.0468738641767138 
-10.635604409347962	0.0010064954514795246	 0.11421337703482592	 0.38257651443057017 	 0.002087614859403079	 0.0292877160312226	 0.0009219442363564665	 0.00723503245488277	 0.0010546202521128061	0.04639449052204797 
-10.635604409347962	0.0012394185972415214	 0.12305330350123	 0.38257651443057017 	 0.00214224596137756	 0.07322640658144691	 0.0010162537245444255	 0.022354482490028943	 0.0010999995702103422	0.04549477157746884 
-10.635604409347962	0.0010731059744102452	 0.12773014589908271	 0.38257651443057017 	 0.00184351549794793	 0.061544576008716434	 0.0007199779774742704	 0.012859655805083336	 0.0009255202373478081	0.046579372820346354 
-10.635604409347962	0.0011551551940420892	 0.12281866549215437	 0.38257651443057017 	 0.002118521158804934	 0.050210834830640594	 0.0008263751511666266	 0.009159083539903013	 0.001087951613079286	0.04634284715954756 
-10.635604409347962	0.0013165451509084317	 0.1120902143776572	 0.38257651443057017 	 0.0020506287716345172	 0.05151318385182846	 0.0009324051438703197	 0.013114801409442364	 0.0010543521376778593	0.044733300447676205 
-10.635604409347962	0.0014343069425989453	 0.14856749385614165	 0.38257651443057017 	 0.002194434188863242	 0.09228189651414237	 0.0008763885313914377	 0.02347869402455427	 0.0011576448372293377	0.04674301654459384 
-10.635604409347962	0.0010923888977335077	 0.12433105582821291	 0.38257651443057017 	 0.0019459320450980336	 0.07651375604653798	 0.0008062428763022778	 0.016849731769647436	 0.0009909401174493027	0.04693013873511642 
-10.635604409347962	0.001011745666580697	 0.10980581581774551	 0.38257651443057017 	 0.002011428221319129	 0.0707934848266562	 0.0008271015629019285	 0.02274777832429861	 0.0010174326135515828	0.0440546093401335 
-10.635604409347962	0.0010012812975762602	 0.10725487691310143	 0.38257651443057017 	 0.0018507492001778542	 0.061122615552337	 0.0008448885089935223	 0.015665461873863598	 0.0009342168370618263	0.04675085615867636 
-10.635604409347962	0.0010924275397131552	 0.10810076365589083	 0.38257651443057017 	 0.0021774801306175817	 0.07622353315334784	 0.0009844093688397043	 0.021631007822503094	 0.0011044772220515937	0.04408758678970742 
