G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.0008275107522427861	-16.999095183686485	0.002932536630350796	0.3777274283385391	0.00031448079810783363	0.0003466796875
-0.55	0.001025070967075836	-17.209108241868115	0.0026778205338061512	0.444915117607462	0.00032195021481993354	0.00011474609375
-0.6	0.0012635842431024196	-17.441037312066374	0.003186911545974107	0.5166857199856882	0.00035367365724364383	-9.521484375e-05
-0.65	0.001484365514888173	-17.691782975837253	0.003630792162780492	0.5827908432064548	0.000364982048631818	-0.000364990234375
-0.7	0.0015484223124000694	-17.958645842482607	0.003270000217697501	0.6605221803784417	0.0004038986234848771	-0.0006298828125
-0.75	0.0019332445584124523	-18.250123689394886	0.002934061372420916	0.7362789388967624	0.0003691660554391409	0.00055908203125
-0.8	0.0020755896742655046	-18.560761392104787	0.0031536730121785443	0.8184749025056095	0.00040040586489074854	0.000416259765625
-0.85	0.0024490687873084827	-18.888585253718933	0.0032957629122235045	0.9067599567392471	0.00044061897760699	0.0002587890625
-0.9	0.002687596639857423	-19.239105627635354	0.003981040262411847	0.9959447106394538	0.00046093871229626563	0.000435791015625
-0.95	0.0030624923961234613	-19.612357656257704	0.003267760200520339	1.0777114105811045	0.00045960759807258094	-0.000560302734375
-1.0	0.0031206871222094574	-19.998097358598443	0.0004314483846446672	2.7535747187464716	0.08619389710880204	-0.0859814453125
-1.05	0.003768565837936799	-20.40720550369127	0.0003630150847436698	2.7548366219355733	0.08462156096222348	-0.08537109375
-1.1	0.0041229586516281815	-20.841516790655955	0.000288886478329436	2.7565626553905647	0.08310272728527843	-0.0837451171875
-1.15	0.004502706726542661	-21.291737045539385	0.00028164460397350934	2.7566253622448698	0.08142843762999213	-0.083062744140625
-1.2	0.004903976535929436	-21.751371416028256	0.0002453244657736745	2.757420806721501	0.07957595999315716	-0.079111328125
-1.25	0.004841131591814855	-22.2628919661245	0.00021343316244232436	2.758343360009458	0.07806366726878387	0.03078125
-1.3	0.006120959245840576	-22.7604056643181	0.00020487791948075289	2.759371698478648	0.07586770186398673	0.031336669921875
-1.35	0.006899950910668753	-23.300352523595816	0.00017611342849330704	2.7600330166095297	0.07372893679966241	0.030853271484375
-1.4	0.007004352455812388	-23.842345812838747	0.00017222890588182468	2.7604512048632004	0.0714662563191669	0.02849853515625
-1.45	0.007185424326565581	-24.415150794088685	0.00017524727494592167	2.7610124451667435	0.06888183599580075	0.025428466796875
