G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.0008097840115848439	-12.75970140073202	0.0030176943857935156	0.37650464831714364	0.0004343224741450903	-0.00012532552083333335
-0.55	0.0009392096837122516	-12.923248153968512	0.0033547790756854818	0.45494829052554686	0.0057892173212135255	-0.004806315104166666
-0.6	0.0009318131978513269	-13.10373958747283	0.0036039915592795298	0.5350877895829852	0.0048105371829367345	0.0003710937500000003
-0.65	0.0003263480444975758	-13.303418406642665	0.005045615133211409	0.6268388933445821	0.007822945314939876	0.014042968750000006
-0.7	0.0003163088135276468	-13.520195260103696	0.00446819493076049	0.7155601146204873	0.004080858048004619	-0.003494466145833335
-0.75	0.0005755969447991053	-13.75579084230318	0.004641176533454639	0.8377189199679222	0.007891685248423218	0.01792317708333333
-0.8	0.000520961391368754	-14.012076967013693	0.005709532077294297	0.9590626443785689	0.007444934543170719	0.010086263020833337
-0.85	0.0006766259922148237	-14.290968236330887	0.0064655217419544095	1.1006116459242066	0.00743073127831935	0.005820312499999997
-0.9	0.001217278865247116	-14.595519250365115	0.007562230791764425	1.2559269199807819	0.00778027810219403	-0.012395833333333335
-0.95	0.0015998883669297622	-14.941176758347948	0.0076688803436195194	1.5117257812864862	0.010947377029171215	-0.022810872395833345
-1.0	0.0017564262565838025	-15.309740652419043	0.00627083700346909	1.6874605035415622	0.010192445725956715	-0.02091145833333334
-1.05	0.0008535314119314625	-15.712986756491757	0.0048108469168175695	1.8541664558021607	0.008425779091619527	0.0055224609375
-1.1	0.0009289663365420758	-16.133930159045516	0.0033420554020781278	1.9885288209132637	0.007524717009761844	0.003776041666666668
-1.15	0.000761133420108083	-16.580891007971537	0.003112150373367575	2.0744508386656286	0.006158429830824931	0.0036621093749999987
-1.2	0.0008345395196420281	-17.042867158299718	0.002627558865041482	2.142199626444602	0.005220989492972667	0.0018831380208333317
-1.25	0.0009524021389423768	-17.52100186464096	0.00208797706111721	2.1995943850126825	0.004192218289061018	-0.0006461588541666707
-1.3	0.0009127614327183404	-18.010825607732098	0.002138532775921627	2.2394750953707354	0.004140950955850539	0.003238932291666665
-1.35	0.0008742509289373444	-18.512196686163346	0.0014963387563111138	2.26680625245318	0.00371056111886511	-0.003805338541666668
-1.4	0.0006634515630635958	-19.022123752558763	0.0014640893571041035	2.2906869233451	0.003917264554537654	-0.0015690104166666671
-1.45	0.0008107984553003677	-19.538548603530344	0.0013132879206198252	2.313091247693205	0.0029579773585742836	0.0015218098958333353

