G	 dE	 E	 dS	 S	 dm	 m
-0.5	0.02278918790767835	-21.243238398016942	0.0122071546274652	0.4332076647421615	0.001283314228328499	0.0016503906250000004
-0.55	0.0012597124423949294	-21.538889651071727	0.0027857690738690164	0.5081264571815745	0.0026581210576828054	-0.0031318359375000016
-0.6	0.0014965934767248398	-21.839607830464246	0.0032824049388901896	0.605118592953569	0.0017287326510118089	-0.0006660156250000005
-0.65	0.0016196800951183813	-22.169930550086352	0.003594201659905581	0.7094533849440918	0.001715208451195258	0.0005107421874999997
-0.7	0.0019700774880291837	-22.53118895839797	0.0038046044324185823	0.8246495379049331	0.0012197559450274006	-0.001296875000000001
-0.75	0.0005852990316245049	-22.925512876186644	0.0042542085756914995	0.9512588750356901	0.0005591907304265647	0.00026660156249999997
-0.8	0.00048726927734014285	-23.35261579019327	0.004749051460598703	1.0958836497130526	0.003022505420462241	-0.0027851562500000025
-0.85	0.0004562040424747644	-23.81545195610972	0.005478754093787429	1.2728340346827316	0.0035362220315916073	-0.0001406250000000003
-0.9	0.000609780002782119	-24.3149595632073	0.00565998146225216	1.4625526523039567	0.0025769214831149138	0.001919921875000001
-0.95	0.0008780409122806602	-24.8589439467415	0.0065644067238910505	1.6884515261683206	0.003288984739421863	0.002056640625
-1.0	0.001775667176733287	-25.46654185042072	0.00888730685134969	2.0770905987897423	0.008919304827385415	0.0057675781250000014
-1.05	0.000952898929232727	-26.14551130483213	0.004723560259669685	2.362361086170892	0.007344961432348572	-0.01267773437500001
-1.1	0.0009268393232481978	-26.862082437531036	0.003634339171843695	2.512092061501411	0.006523533559126213	0.001632812500000001
-1.15	0.0007564531911174434	-27.61124359794763	0.002601146542121906	2.6076621385663703	0.004988557310538525	-0.007695312500000004
-1.2	0.0007595159812997553	-28.39131112246865	0.0019989366312168897	2.6779758370133964	0.004617161449997896	-0.0053046874999999995
-1.25	0.000999663259902736	-29.18843406179969	0.001334199453079048	2.7230556509985124	0.003779979623557983	0.002159179687500001
-1.3	0.0007897588249812803	-30.01306707891925	0.0012692401217855062	2.7576022148420547	0.0031123207913937583	0.004850585937500001
-1.35	0.0008116026791221899	-30.84837425000332	0.0012408004454961949	2.7825297697918883	0.00278443497273156	0.0017519531250000003
-1.4	0.0007342449190941085	-31.700172673500692	0.0010625183538647011	2.8050126879948896	0.002506403958735915	0.0017666015625000002
-1.45	0.0007653985422698274	-32.562540652718454	0.000870503689116865	2.821216916689128	0.002500523893776496	0.0012597656249999994
