dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
6	0.0061198625968172824	3.9425211190425697	3.4083283048918153e-10	8.212799629259137e-10	0.0013279359988513577	0.763830675917679
7	0.009411564368252398	3.4375279799400986	3.9803123707947834e-10	6.10322034022559e-10	0.0020624125402631463	0.6206316161436676
8	0.010794883297746185	3.131856213950972	0.0002934647828332425	0.0007694077450159803	0.0024024288134654125	0.5239215913200783
9	0.004362333583193592	3.0184424072942027	0.0018667152885659503	0.022224734765708073	0.0024565306143962996	0.45324940262496766
10	4.891429654693427e-05	3.0000959001174916	0.0022919205405837477	0.05186195100232115	0.002296394559546222	0.39887959084845565
11	8.881784197001253e-17	3.0000000000000004	0.0020247978424273658	0.07682920283960601	0.0020247978424273658	0.35643651724153025
12	4.4408920985006264e-17	3.0000000000000013	0.0017465396241326033	0.09412501662616042	0.0017465396241326033	0.3243733128973144
13	0.0	3.000000000000002	0.0015343528415878264	0.10302476142151297	0.0015343528415878262	0.3028371829225424
14	0.0	3.000000000000002	0.0014259805106831731	0.10316063020892483	0.0014259805106831731	0.29177794472965063
15	0.0	3.000000000000002	0.0013966383664076125	0.09662528685573174	0.0013966383664076125	0.2887848177177852
