dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
3	0.009003047880683122	1.4913416085193902	3.721795839325239e-10	2.6470592606742116e-10	0.0027182564743603267	0.850603167339101
4	0.009965946519666594	1.4910200448441395	3.0097387453683877e-10	1.660013537740923e-10	0.0034177904469001306	0.8231476022587042
5	0.00969280436624147	1.5304506686228643	2.52989430463605e-10	-7.640755916860087e-11	0.003611246818966774	0.8186830163733292
6	0.009235578875094847	1.5619969259570348	2.980123068597746e-10	8.04096222939421e-11	0.003652183491893402	0.818037935102196
7	0.008838318863083883	1.5849318501255678	3.0408407667402926e-10	4.734541980688789e-11	0.0036582600874274134	0.8179654346574894
8	0.008533998081084855	1.601739685973999	3.391135657414723e-10	-2.2963035917200613e-10	0.0036593642075133416	0.8179531398735608
9	0.008311405390602492	1.6144119794923608	2.492926774058391e-10	2.2937673982426078e-11	0.003666302122807704	0.8178736850352586
10	0.008219705885198757	1.6231145291516125	2.424178781596945e-10	-1.163482254984416e-10	0.0037079562017569324	0.817258133781889
11	0.008545749149759365	1.622510550015062	2.3169063628722423e-10	6.775781702383909e-10	0.003911303615805239	0.813306040924718
12	0.010056422820100969	1.5797748981781385	3.1977484614974403e-10	-5.270859304573605e-11	0.004562862368408348	0.7907998784154467
13	0.012670766633940001	1.3850947174741381	2.5402122621476704e-10	-2.925240127904516e-10	0.005313506833659336	0.7030376588519236
14	0.012218405296210402	0.9329604442023439	3.116751439746657e-10	1.8338455809452369e-10	0.004114725202141308	0.5296468843294835
15	0.00971403515673502	0.6136195870639927	3.418194788935825e-10	7.096434545550423e-10	0.0027730589810826068	0.42822519161877887
