dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
3	0.0	2.2204460492503136e-16	0.0005061699144209323	0.09524726730570315	0.0005061699144209323	0.3047527326942969
4	0.0	0.0	0.0003156570562697074	0.0072860291713875295	0.0003156570562697073	0.11466519034080759
5	6.88086318195223e-19	1.5918834473618133e-16	0.00019977613452390073	-0.003505479308999525	0.00019977613452390081	0.052685807177851984
6	0.0	1.1102230246251568e-16	0.00013221337348515565	0.01247220571230257	0.00013221337348515565	0.028704264875932722
7	0.0	1.1102230246251568e-16	9.333475457777727e-05	0.017303316261499734	9.333475457777727e-05	0.01809491382699584
8	0.0	1.1102230246251568e-16	7.114680091542395e-05	0.018123505568281274	7.114680091542396e-05	0.012910977190339417
9	0.0	1.1102230246251568e-16	5.780498861776612e-05	0.01740172398090359	5.780498861776609e-05	0.010222585411361602
10	0.0	1.1102230246251568e-16	4.990752928916456e-05	0.01608225795284847	4.990752928916458e-05	0.008804619875205824
11	0.0	1.1102230246251568e-16	4.527452389766047e-05	0.014559941853952903	4.527452389766047e-05	0.008081567580009363
12	0.0	1.1102230246251568e-16	4.2807014751445655e-05	0.013020560787687447	4.280701475144566e-05	0.007746212375251852
13	0.0	1.1102230246251568e-16	4.163706877097069e-05	0.01156398140149506	4.16370687709707e-05	0.007614100790285762
14	0.0	1.1102230246251568e-16	4.120937883310111e-05	0.010240892280001669	4.120937883310111e-05	0.007573834560853437
15	0.0	1.1102230246251568e-16	4.1106312998612355e-05	0.009066392933888601	4.1106312998612355e-05	0.0075656236981280316
