dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
6	8.881784197001253e-17	3.0000000000000004	0.00047184056858780933	0.023954168743129643	0.0004718405685878092	0.5436614896198599
7	4.4408920985006264e-17	2.9999999999999996	0.0004776329123915694	-0.12195349992747019	0.0004776329123915694	0.3420913253486034
8	4.4408920985006264e-17	2.9999999999999996	0.00042514794397150964	-0.05263227366704858	0.00042514794397150964	0.2437896208712099
9	4.4408920985006264e-17	2.9999999999999996	0.00035933549499518987	-0.024490165977458914	0.0003593354949951898	0.19292686946089138
10	0.0	3.0	0.0003088333688582892	-0.015891178124471935	0.0003088333688582892	0.1661317941013728
11	0.0	3.0	0.00027394064886527685	-0.017120406340719166	0.00027394064886527685	0.15251594386607412
12	4.4408920985006264e-17	2.9999999999999996	0.0002516313648081699	-0.02313195208170663	0.0002516313648081699	0.1462196960591991
13	0.0	3.0	0.00023991932816292831	-0.03101120856439098	0.00023991932816292831	0.1437506375488507
14	0.0	2.9999999999999996	0.0002351542507927884	-0.03907504709600623	0.00023515425079278837	0.14300625102721015
15	0.0	3.0	0.00023405937379938538	-0.046502100723801	0.00023405937379938538	0.14285462686718015
