dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
6	8.881784197001253e-17	3.0000000000000004	0.00026817674687834163	0.077936934268663	0.0002681767468783416	0.48967872409432667
7	4.4408920985006264e-17	2.9999999999999996	0.0002397594080691641	-0.06711084074875504	0.0002397594080691641	0.28724866616988826
8	4.4408920985006264e-17	2.9999999999999996	0.00019068754977030893	-0.005673477496086669	0.00019068754977030896	0.19683082470024793
9	0.0022924425067240395	2.7890673357295905	4.3539815205290666e-10	-8.667797063433013e-11	0.00015809997423662543	0.153435192003437
10	0.002179892501378393	2.7267236922227305	3.801302069617462e-10	4.677943099551384e-10	0.00013643132519999487	0.13234749419476158
11	0.00206341474522967	2.7932472072921337	3.882515227504768e-10	-4.812342550841731e-10	0.0001227540008653802	0.12263565318454345
12	0.0019748396201398474	2.926179401257607	3.568156848545922e-10	5.109440058548298e-10	0.00011529109419797551	0.11872143434103435
13	0.0	3.0	0.00011157339208125825	-0.004708117443619962	0.00011157339208125825	0.1174475464280797
14	0.0	2.9999999999999996	0.00011034808732199815	-0.013210905806354489	0.00011034808732199815	0.1171421097375584
15	0.0	3.0	0.00011011734044483045	-0.020742590568201363	0.00011011734044483045	0.11709511671158049
