dId	 Id	 dYmin	 Ymin	 dVratio	 Vratio	 
5	4.4408920985006264e-17	2.0000000000000004	0.000542110926724265	0.07907232242595263	0.000542110926724265	0.4583726114947524
6	4.4408920985006264e-17	1.9999999999999998	0.0005021117955264192	-0.05167806584834398	0.0005021117955264192	0.24950583931614848
7	0.005289872010053806	1.8578719993916852	4.51970476397635e-10	-9.060692252038649e-11	0.0003981509608088937	0.1571926164399387
8	0.005273387992221554	1.4871492011757965	3.6894054779905446e-10	1.0702039754395543e-10	0.00031567887939371855	0.11211967327575934
9	0.005222536857169278	1.311330698142556	3.0329544447081917e-10	5.129414198945526e-10	0.0002615577479618062	0.08876451994882889
10	0.005077645701745294	1.2659978198224189	2.919479798094292e-10	-6.170576319353139e-10	0.000224810062479996	0.07644820307028706
11	0.004910493645511655	1.3097898140659852	2.6370014968667476e-10	-6.571605364047439e-10	0.00020160815825986134	0.07017266908472061
12	0.004752280386045903	1.4087301165758774	2.5399925757510614e-10	3.6513483292477387e-10	0.0001873778483731609	0.06726123950514562
13	0.004653730556062377	1.5348179605176098	2.5583401822687777e-10	1.4015138924405868e-10	0.00018015488691912717	0.06612015950996844
14	0.004612134091943963	1.6676694185231176	2.7385252038421795e-10	-2.037824640976904e-10	0.00017730296404134556	0.06577471454063806
15	0.004603061083522685	1.7961006736084812	2.7414743179196164e-10	1.647955805150758e-10	0.00017657490359842724	0.06570463125581771
