dD	 D	 
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.0	1.0
0.7483314773547882	2.2
1.1874342087037917	4.3
2.193171219946131	8.3
3.874274125562103	15.7
5.929586832149439	28.8
8.360023923410745	50.1
11.05667219374799	82.5
12.628935030318276	129.1
12.984991336154216	191.3
11.702991070662234	269.2
8.67179335547152	361.0
4.0	462.0
2.4576411454889016	566.4
6.88839603971781	667.5
10.35615758860399	758.5
12.074767078498866	836.0
11.377170122662314	897.4
9.771898484941397	943.1
7.536577472566709	975.0
5.134199061197375	995.8
3.32264954516723	1008.4
1.8027756377319946	1015.5
0.8	1019.4
0.4	1021.2
0.0	1022.0
0.0	1022.0
0.0	1022.0
0.30000000000000004	1022.1
0.4	1022.2
0.48989794855663565	1022.6
0.4	1022.8
0.0	1023.0
0.0	1023.0
0.0	1023.0
0.0	1023.0
0.0	1023.0
