dNS	 NS	 dE	 E	 
0	50	1.32664991614216	-98.2
0	100	0.9	-98.7
0	150	0.9	-98.7
0	200	1.2	-98.6
0	250	0.9	-98.7
0	300	1.2	-98.6
0	350	0.9797958971132711	-98.8
0	400	0.9	-98.7
0	450	0.9	-98.7
0	500	0.9	-98.7
0	550	0.9	-98.7
0	600	0.9	-98.7
0	650	0.9797958971132711	-98.8
0	700	0.9	-98.7
0	750	0.9	-98.7
0	800	0.9	-98.7
0	850	0.9	-98.7
0	900	0.9797958971132711	-98.8
0	950	0.9	-98.7
0	1000	0.9797958971132711	-98.8
