dNS	 NS	 dE	 E	 
0	50	10.220078277586722	-93.5
0	100	10.2975725294848	-93.4
0	150	10.305823596394418	-95.7
0	200	10.5	-95.5
0	250	10.413932974625869	-97.5
0	300	9.474175425861608	-99.8
0	350	9.77957054271812	-99.6
0	400	9.623408959407264	-99.7
0	450	9.32148056909416	-99.9
0	500	8.399999999999999	-101.8
0	550	8.203048213926332	-101.9
0	600	6.3	-103.9
0	650	6.3	-103.9
0	700	6.3	-103.9
0	750	6.3	-103.9
0	800	6.3	-103.9
0	850	6.0	-104.0
0	900	6.3	-103.9
0	950	6.3	-103.9
0	1000	6.3	-103.9
