dNS	 NS	 dE	 E	 
0	50	0.30000000000000004	-80.1
0	100	0.4	-80.2
0	150	0.4898979485566356	-80.6
0	200	0.5	-80.5
0	250	0.4	-80.8
0	300	0.4	-80.8
0	350	0.4	-80.8
0	400	0.30000000000000004	-80.9
0	450	0.0	-81.0
0	500	0.0	-81.0
0	550	0.0	-81.0
0	600	0.0	-81.0
0	650	0.0	-81.0
0	700	0.0	-81.0
0	750	0.0	-81.0
0	800	0.0	-81.0
0	850	0.0	-81.0
0	900	0.0	-81.0
0	950	0.0	-81.0
0	1000	0.0	-81.0
