dD	 D	 
0.0	1.0
0.5	3.5
1.9595917942265424	11.6
4.699999999999999	26.1
8.832326986700616	46.7
14.58629493737186	71.2
20.84922060893404	97.9
27.13595400939499	125.2
32.32352084782844	152.7
36.79252641502075	180.1
39.77046642924873	207.9
42.10510657865623	235.4
44.13264098147764	262.9
46.655010449039665	290.1
49.63305350268105	316.6
52.35035816496388	342.2
53.527936631258264	367.4
51.447060168682135	393.0
47.183047803209995	418.6
41.61261827859429	443.7
36.89837394791267	468.9
34.22995763947131	492.9
33.17167466378506	516.2
32.88525505450733	538.6
32.84219846478003	560.7
32.873849789764506	582.9
32.46921619010844	605.5
32.64980857524282	628.7
33.893952262903774	653.0
37.167862462078716	677.5
40.47270685289038	701.4
42.903263279149286	724.9
43.678484405940644	747.7
44.041344212001526	770.6
44.19785062647278	793.5
44.48190643396481	816.4
43.7498571426239	839.5
41.988688953097835	862.5
39.15469320528511	885.1
34.623835720497524	907.3
29.6	929.2
23.290341345716683	950.6
16.676030702778167	970.9
10.624970588194586	989.1
5.496362433464518	1004.3
2.1354156504062622	1014.8
0.6000000000000001	1020.2
0.0	1022.0
