dNS	 NS	 dS	 S	 
0	50	0.48989794855663565	3.6
0	100	0.48989794855663565	3.6
0	150	0.5	3.5
0	200	0.5	3.5
0	250	0.5	3.5
0	300	0.48989794855663565	3.4
0	350	0.45825756949558405	3.3
0	400	0.45825756949558405	3.3
0	450	0.45825756949558405	3.3
0	500	0.39999999999999997	3.2
0	550	0.39999999999999997	3.2
0	600	0.3	3.1
0	650	0.3	3.1
0	700	0.3	3.1
0	750	0.3	3.1
0	800	0.3	3.1
0	850	0.3	3.1
0	900	0.3	3.1
0	950	0.3	3.1
0	1000	0.3	3.1
